Customer.ID,Gender,Age,Married,Number.of.Dependents,City,Zip.Code,Latitude,Longitude,Number.of.Referrals,Tenure.in.Months,Offer,Phone.Service,Avg.Monthly.Long.Distance.Charges,Multiple.Lines,Internet.Service,Internet.Type,Avg.Monthly.GB.Download,Online.Security,Online.Backup,Device.Protection.Plan,Premium.Tech.Support,Streaming.TV,Streaming.Movies,Streaming.Music,Unlimited.Data,Contract,Paperless.Billing,Payment.Method,Monthly.Charge,Total.Charges,Total.Refunds,Total.Extra.Data.Charges,Total.Long.Distance.Charges,Total.Revenue,Customer.Status,Churn.Category,Churn.Reason
3190-ITQXP,0,42,1,1,Ceres,95307,37.553469,-120.952825,7,46,0,1,27.65,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,20.25,890.35,0,0,1271.9,2162.25,2,3,14
3190-XFANI,1,42,0,0,Happy Camp,96039,41.831901,-123.487478,0,49,0,1,18.97,2,1,2,3,1,1,1,2,2,2,2,2,1,1,0,100.6,5069.65,0,0,929.53,5999.18,0,1,5
3191-CSNMG,0,57,1,1,Upland,91784,34.141146,-117.655583,5,3,5,1,23.72,1,1,2,17,1,1,1,1,2,1,1,2,0,1,0,80.7,239.45,0,0,71.16,310.61,1,3,14
3192-LNKRK,1,63,1,1,San Joaquin,93660,36.600193,-120.153393,10,34,0,1,5.65,1,1,2,26,1,1,2,1,2,1,1,2,0,1,1,84.05,2909.95,0,0,192.1,3102.05,2,3,14
3192-NQECA,1,26,1,0,Santa Monica,90403,34.031529,-118.491156,4,68,1,1,14.79,2,1,2,47,1,2,2,2,2,2,2,2,2,1,0,110,7611.85,0,0,1005.72,8617.57,0,1,2
3194-ORPIK,0,59,1,0,San Diego,92113,32.697098,-117.116587,1,50,0,1,35.33,2,1,2,17,1,1,1,1,2,1,1,2,0,1,0,84.4,4116.15,0,0,1766.5,5882.65,0,1,2
3195-TQDZX,1,19,0,0,Elk Creek,95939,39.53222,-122.594879,0,3,0,1,1.57,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20.25,61.45,0,0,4.71,66.16,1,3,14
3196-NVXLZ,0,23,0,0,Orange Cove,93646,36.633498,-119.298895,0,25,3,1,9.57,2,1,2,59,1,1,1,1,2,1,1,2,0,1,1,84.6,2088.05,0,0,239.25,2327.3,2,3,14
3197-ARFOY,0,67,0,0,Ontario,91761,34.035602,-117.591528,0,19,0,1,7.95,1,1,2,12,2,2,1,2,2,2,1,1,1,1,2,105,2007.25,0,20,151.05,2178.3,2,3,14
3197-NNYNB,1,47,0,0,Jolon,93928,35.930782,-121.189757,0,65,2,1,27.75,2,1,2,30,1,2,2,1,2,2,2,2,2,0,1,-3,6631.85,0,0,1803.75,8435.6,2,3,14
3198-VELRD,0,47,1,0,Marina Del Rey,90292,33.977468,-118.445475,1,3,0,1,38.09,2,1,2,30,1,1,1,1,1,2,2,2,0,1,0,84.75,264.85,0,0,114.27,379.12,0,1,2
3199-NPKCN,0,39,1,0,Menlo Park,94025,37.449551,-122.183762,1,67,0,1,35.03,2,1,2,23,2,1,2,2,2,2,2,2,1,1,0,111.25,7511.65,0,0,2347.01,9858.66,2,3,14
3199-XGZCY,0,51,0,0,Granada Hills,91344,34.291273,-118.505104,0,8,0,1,18.82,2,1,2,3,1,1,1,1,1,1,1,2,0,1,0,75.25,576.7,0,0,150.56,727.26,2,3,14
3200-MNQTF,1,38,1,0,Raisin City,93652,36.594542,-119.905245,8,67,0,1,28.06,2,1,1,15,2,2,2,2,1,1,1,2,2,0,1,70.9,4677.1,0,0,1880.02,6557.12,2,3,14
3205-MXZRA,1,47,0,0,Standish,96128,40.346634,-120.386422,0,26,3,1,3.26,1,1,1,6,1,1,1,2,2,1,1,2,1,0,1,59.45,1507,0,0,84.76,1591.76,2,3,14
3207-OYBWH,1,74,1,0,Newport Beach,92661,33.601309,-117.902304,1,57,0,1,49.91,2,1,2,21,1,2,2,1,1,2,1,2,0,1,0,95.25,5427.05,12.59,0,2844.87,8259.33,0,0,1
3208-YPIOE,1,64,0,0,La Mesa,91942,32.782501,-117.01611,0,39,3,1,36.17,2,1,2,5,1,1,1,1,1,1,1,2,0,0,0,75.25,3017.65,0,0,1410.63,4428.28,0,1,3
3209-ZPKFI,1,28,1,1,Borrego Springs,92004,33.200369,-116.192313,1,47,2,1,39.25,2,1,1,26,1,2,1,1,1,1,2,2,0,0,0,54.25,2538.2,0,0,1844.75,4382.95,2,3,14
3211-AAPKX,1,26,0,0,Woodland,95776,38.694081,-121.694431,0,20,0,1,23.22,2,1,2,59,1,1,1,2,2,2,2,2,0,1,2,98.55,2031.95,0,0,464.4,2496.35,2,3,14
3211-ILJTT,1,35,1,0,Taft,93268,35.184837,-119.402525,1,17,0,1,13.68,1,1,2,11,1,1,1,1,1,1,1,2,0,1,0,70.4,1214.05,0,0,232.56,1446.61,0,1,2
3212-KXOCR,1,62,0,0,Inglewood,90302,33.975332,-118.355252,0,52,0,1,28.3,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,21,1107.2,0,0,1471.6,2578.8,2,3,14
3213-VVOLG,1,22,1,2,Sun City,92585,33.739412,-117.173334,3,10,0,1,36.37,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.35,253.5,0,0,363.7,617.2,2,3,14
3214-IYUUQ,0,19,1,0,Pine Grove,95665,38.400264,-120.641274,0,61,0,1,10.21,1,1,2,69,2,2,1,2,1,2,2,2,1,0,0,93.7,5860.7,0,0,622.81,6483.51,2,3,14
3217-FZDMN,0,66,0,0,Los Angeles,90001,33.973616,-118.24902,0,8,5,1,5.21,1,1,2,8,1,1,2,1,2,2,1,2,0,1,1,94.45,742.95,0,0,41.68,784.63,0,1,2
3219-JQRSL,0,70,1,0,Monterey Park,91755,34.049172,-118.115022,1,72,0,1,24.44,2,1,1,13,2,2,2,2,2,2,1,2,2,0,1,89.1,6352.4,0,0,1759.68,8112.08,2,3,14
3221-CJMSG,1,45,0,0,Mira Loma,91752,33.999992,-117.535395,0,24,0,1,2.33,1,1,1,2,1,1,1,2,1,1,1,2,0,1,1,51.1,1269.6,0,0,55.92,1325.52,2,3,14
3223-DWFIO,1,77,0,0,Forks Of Salmon,96031,41.232128,-123.194748,0,4,0,1,30.11,1,1,2,25,1,1,1,1,1,1,1,2,2,0,0,69.35,261.65,0,0,120.44,382.09,2,3,14
3223-WZWJM,1,36,0,0,Petrolia,95558,40.274302,-124.210902,0,26,0,1,14.3,2,1,2,20,1,1,1,1,1,2,2,2,0,1,0,83.95,2254.2,0,0,371.8,2626,0,1,4
3224-DFQNQ,0,59,1,0,Carmel Valley,93924,36.414611,-121.6386,10,66,0,1,37.38,2,1,2,8,2,2,1,2,1,1,1,2,1,0,0,89,5898.6,0,0,2467.08,8365.68,2,3,14
3227-WLKLI,0,52,1,3,San Francisco,94112,37.720498,-122.443119,1,65,0,1,10.11,2,1,0,26,2,2,2,2,2,2,2,2,2,0,0,91.55,5963.95,0,0,657.15,6621.1,2,3,14
3229-USWAR,0,40,0,0,San Francisco,94129,37.797526,-122.464531,0,34,3,1,5.32,1,1,1,23,2,1,2,2,2,2,2,2,1,1,0,79.95,2727.3,0,0,180.88,2908.18,2,3,14
3230-IUALN,0,41,1,0,Eureka,95501,40.796621,-124.15428,10,45,0,1,26.01,1,1,0,29,2,1,2,2,2,2,2,2,2,1,1,81,3533.6,0,0,1170.45,4704.05,2,3,14
3230-JCNZS,0,43,1,2,San Francisco,94107,37.768881,-122.395521,4,71,1,1,15.73,2,1,2,17,2,2,2,1,2,1,1,2,2,1,1,99,7061.65,0,0,1116.83,8178.48,2,3,14
3230-WYKIR,1,36,0,0,San Francisco,94110,37.750021,-122.415201,0,18,0,1,12.5,2,1,1,5,1,1,2,2,2,2,2,2,1,1,1,82,1425.45,0,0,225,1650.45,0,2,19
3234-VKACU,1,21,0,0,Sunol,94586,37.587494,-121.862856,0,2,0,1,23.52,1,1,1,48,1,1,1,2,2,2,2,2,0,0,0,-8,132.4,0,0,47.04,179.44,1,3,14
3235-ETOOB,1,51,1,0,San Diego,92109,32.787836,-117.232376,1,8,0,1,47.91,1,1,2,23,2,1,1,1,1,1,1,2,0,1,0,74.5,609.9,0,0,383.28,993.18,0,1,3
3237-AJGEH,0,43,1,1,Bridgeville,95526,40.372532,-123.525626,1,3,0,0,0,0,1,1,19,1,1,1,2,1,1,1,1,0,1,1,31,95.05,0,20,0,115.05,0,2,16
3239-TPHPZ,0,60,1,0,Chula Vista,91910,32.636792,-117.054989,10,12,4,1,40.34,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,20.05,264.55,0,0,484.08,748.63,2,3,14
3243-ZHOHY,0,35,0,0,Escondido,92025,33.081478,-117.033814,0,16,4,1,20.65,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.1,296.15,0,0,330.4,626.55,2,3,14
3244-CQPHU,0,77,0,0,Berkeley,94710,37.872902,-122.303708,0,72,1,1,14.12,2,1,2,23,2,2,1,2,2,2,1,2,2,1,0,110.1,7746.7,44.81,0,1016.64,8718.53,2,3,14
3244-DCJWY,0,27,0,0,Bakersfield,93312,35.392599,-119.245341,0,1,5,1,23,1,1,2,59,1,1,1,1,1,1,1,2,0,1,0,70.25,70.25,0,0,23,93.25,0,1,2
3247-MHJKM,1,27,0,0,Upland,91784,34.141146,-117.655583,0,1,0,1,42.15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,20.2,20.2,0,0,42.15,62.35,1,3,14
3247-ZVOUO,1,77,1,0,Downey,90240,33.956228,-118.120993,0,10,4,1,6.01,2,1,2,27,1,1,1,1,1,2,1,2,0,0,0,85.55,851.75,0,0,60.1,911.85,0,0,1
3249-VHRIP,0,38,0,0,Fiddletown,95629,38.513484,-120.704613,0,62,2,0,0,0,1,0,30,1,2,2,1,1,2,2,2,2,1,1,43.6,2748.7,0,0,0,2748.7,2,3,14
3249-ZPQRG,1,28,0,0,Diamond Springs,95619,38.683605,-120.811852,0,4,5,1,42.06,2,1,2,58,1,2,1,1,1,1,2,2,0,0,0,78.45,330.05,0,0,168.24,498.29,0,1,3
3251-YMVWZ,1,34,0,0,San Andreas,95249,38.196497,-120.61689,0,53,2,1,39.37,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,24.05,1301.9,0,0,2086.61,3388.51,2,3,14
3253-HKOKL,0,31,1,2,Elk Grove,95758,38.35363,-121.44195,7,52,0,1,7.99,1,1,2,19,2,1,2,1,2,2,2,2,1,0,0,100.3,5244.45,0,0,415.48,5659.93,2,3,14
3254-YRILK,1,74,0,0,Dobbins,95935,39.381174,-121.21191,0,19,4,1,39.97,2,1,2,9,1,2,1,1,2,1,1,2,0,1,0,88.2,1775.8,0,0,759.43,2535.23,0,1,2
3255-GRXMG,1,58,0,2,Playa Del Rey,90293,33.947305,-118.439841,0,18,4,1,34.07,1,1,1,28,1,1,1,1,1,1,1,1,0,1,1,45.65,747.2,0,40,613.26,1400.46,2,3,14
3256-EZDBI,1,71,1,0,Greenville,95947,40.160386,-120.835428,1,51,2,0,0,0,1,1,21,1,2,1,1,1,1,1,2,0,1,1,29.45,1459.35,0,0,0,1459.35,2,3,14
3258-SANFR,1,69,0,0,Big Oak Flat,95305,37.818589,-120.256995,0,6,5,1,19.74,1,1,1,7,1,1,1,1,1,1,1,2,0,0,1,44.7,276.5,0,0,118.44,394.94,2,3,14
3258-SYSWS,1,75,0,0,Lakeside,92040,32.909873,-116.906774,0,72,0,1,24.67,2,1,2,26,2,2,2,2,2,2,1,2,2,0,0,113.8,7845.8,0,0,1776.24,9622.04,2,3,14
3258-ZKPAI,1,26,1,1,Sacramento,95815,38.608405,-121.449942,7,72,0,1,21.29,2,1,2,52,2,2,2,2,2,2,2,2,2,1,0,116.6,8337.45,26.7,0,1532.88,9843.63,2,3,14
3259-FDWOY,1,60,1,0,Elk Grove,95758,38.35363,-121.44195,3,71,1,1,47.34,2,1,2,12,1,2,2,1,2,2,2,2,2,1,0,106,7723.7,0,0,3361.14,11084.84,0,1,4
3259-KNMRR,1,72,0,0,Montrose,91020,34.2112,-118.230625,0,57,2,1,9.1,2,1,1,16,1,2,2,1,2,2,1,2,2,1,0,79.75,4438.2,0,0,518.7,4956.9,2,3,14
3259-QMXUN,1,38,1,0,Campo Seco,95226,38.233879,-120.861666,3,58,2,1,22.14,2,1,1,2,2,2,2,1,2,2,2,1,2,1,0,86.1,4890.5,0,110,1284.12,6284.62,2,3,14
3261-CQXOL,0,33,1,2,Concord,94521,37.971421,-121.971504,0,71,1,1,4.15,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,25.45,1813.35,0,0,294.65,2108,2,3,14
3262-EIDHV,0,46,1,1,Inglewood,90304,33.936827,-118.359824,1,72,1,1,24.9,2,1,1,19,2,1,2,2,2,2,2,2,2,0,1,84.7,5893.9,0,0,1792.8,7686.7,2,3,14
3266-FTKHB,1,35,0,0,Beale Afb,95903,39.125311,-121.392283,0,17,0,1,27.66,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.15,343.45,28.63,0,470.22,785.04,2,3,14
3269-ATYWD,1,79,0,0,San Francisco,94123,37.800254,-122.436975,0,39,3,1,41.93,2,1,2,23,1,1,1,1,2,2,1,1,0,1,0,95.65,3759.05,0,150,1635.27,5544.32,0,4,7
3272-VUHPV,0,24,1,1,Whittier,90602,33.972119,-118.020188,10,8,0,1,31.86,1,1,0,59,1,2,1,2,1,1,1,1,0,0,0,56.3,401.5,0,30,254.88,686.38,2,3,14
3274-NSDWE,0,37,0,0,Ivanhoe,93235,36.385818,-119.224243,0,68,0,1,32.99,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.6,1441.65,0,0,2243.32,3684.97,2,3,14
3275-RHRNE,1,58,1,3,Keeler,93530,36.560498,-117.962461,8,28,0,0,0,0,1,1,52,1,2,2,2,2,2,2,2,1,1,1,60,1682.05,0,0,0,1682.05,2,3,14
3276-HDUEG,0,23,0,0,Temecula,92592,33.507255,-117.029473,0,1,5,1,32.86,2,1,2,58,1,1,1,1,1,1,1,2,0,1,2,75.05,75.05,0,0,32.86,107.91,0,1,3
3278-FSIXX,0,34,0,0,Blue Lake,95525,40.94338,-123.831799,0,2,5,1,39.5,1,1,0,26,1,1,1,1,1,1,1,2,0,1,1,45.25,74.2,0,0,79,153.2,1,3,14
3279-DYZQM,1,21,1,3,Santa Clarita,91350,34.502432,-118.41459,6,71,0,1,11.3,1,0,3,0,0,0,0,0,0,0,0,0,2,0,2,19.45,1378.45,0,0,802.3,2180.75,2,3,14
3280-MRDOF,1,69,0,0,Los Angeles,90067,34.057496,-118.413959,0,30,0,1,19.92,2,1,1,30,1,1,2,2,2,1,1,2,2,1,1,69.1,2093.9,21.08,0,597.6,2670.42,2,3,14
3280-NMUVX,1,53,1,0,Rio Vista,94571,38.148862,-121.737696,7,34,0,1,26.03,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.6,678.8,0,0,885.02,1563.82,2,3,14
3282-ZISZV,1,56,0,0,South El Monte,91733,34.04622,-118.053753,0,32,0,1,37.48,2,1,1,15,1,2,2,2,2,2,2,2,1,0,1,83.7,2633.3,0,0,1199.36,3832.66,2,3,14
3283-WCWXT,1,58,1,3,Los Angeles,90027,34.127194,-118.295647,8,6,5,1,31.73,2,0,3,0,0,0,0,0,0,0,0,0,2,0,2,25.4,153.3,0,0,190.38,343.68,2,3,14
3284-SVCRO,0,35,1,0,Sunol,94586,37.587494,-121.862856,6,45,2,1,42.32,2,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.5,1121.05,0,0,1904.4,3025.45,2,3,14
3285-UCQVC,0,31,0,0,Seaside,93955,36.625114,-121.823565,0,37,0,0,0,0,1,1,10,1,1,1,2,1,1,1,2,0,0,1,28.6,973.55,0,0,0,973.55,0,4,7
3292-PBZEJ,1,75,0,0,Greenview,96037,41.528541,-122.955018,0,11,0,1,2.63,2,1,2,13,1,2,2,2,2,2,1,1,2,1,0,111.4,1183.05,0,40,28.93,1251.98,2,3,14
3295-YVUSR,1,73,0,0,Glendale,91202,34.167926,-118.267539,0,2,0,1,15.19,2,1,2,30,1,1,1,1,1,1,1,2,0,1,2,72.6,154.3,0,0,30.38,184.68,1,3,14
3296-SILRA,0,76,1,0,Lakeport,95453,39.080469,-122.955176,6,1,0,1,41.16,1,1,2,6,1,2,1,1,1,1,1,2,0,1,2,76.4,76.4,0,0,41.16,117.56,0,0,1
3298-QEICA,0,27,1,0,Fountain Valley,92708,33.712036,-117.950113,10,23,0,0,0,0,1,1,42,2,1,1,2,1,1,1,2,2,0,1,34.6,813.45,0,0,0,813.45,2,3,14
3301-LSLWQ,0,32,0,0,Vallejo,94592,38.093701,-122.276589,0,29,0,1,17.87,2,1,0,26,2,1,1,1,1,2,2,2,0,1,0,66.1,1912.15,0,0,518.23,2430.38,2,3,14
3301-VKTGC,1,27,1,1,Huron,93234,36.217864,-120.080117,1,68,0,1,29.67,2,1,2,85,2,2,1,1,1,1,1,2,1,1,0,85.5,5696.6,0,0,2017.56,7714.16,2,3,14
3307-TLCUD,1,36,1,0,Los Angeles,90001,33.973616,-118.24902,1,17,0,0,0,0,1,0,10,2,1,2,1,1,1,1,2,0,0,2,34.4,592.75,0,0,0,592.75,2,3,14
3308-DGHKL,1,54,0,0,Linden,95236,38.047746,-121.030499,0,69,0,1,17.74,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,19.3,1447.9,0,0,1224.06,2671.96,2,3,14
3308-JSGML,1,77,1,0,Shandon,93461,35.634488,-120.293534,3,59,0,0,0,0,1,0,6,2,1,2,2,2,2,1,2,2,1,1,64.05,3886.85,0,0,0,3886.85,2,3,14
3308-MHOOC,1,37,0,3,Scotia,95565,40.440636,-124.098739,0,1,0,1,17.89,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.2,19.2,0,0,17.89,37.09,1,3,14
3312-UUMZW,1,33,1,0,San Jose,95117,37.311088,-121.961786,3,32,0,1,47.89,2,1,2,9,1,2,1,1,2,2,2,2,0,1,1,98.85,3145.9,0,0,1532.48,4678.38,2,3,14
3312-ZWLGF,1,69,1,0,Acton,93510,34.501452,-118.207862,0,29,0,1,10.55,2,1,2,2,1,1,1,2,1,1,1,2,0,1,0,79.3,2414.55,0,0,305.95,2720.5,2,3,14
3313-QKNKB,1,24,1,0,Pebble Beach,93953,36.587497,-121.944815,0,59,2,1,6.91,2,1,2,52,1,1,1,1,1,2,2,2,1,0,0,85.55,5084.65,0,0,407.69,5492.34,0,1,5
3315-IKYZQ,1,42,1,1,Los Angeles,90035,34.051809,-118.383843,2,28,3,0,0,0,1,1,19,2,1,2,2,2,1,1,2,1,0,1,50.8,1386.8,0,0,0,1386.8,2,3,14
3315-TOTBP,1,29,0,0,Mill Creek,96061,40.331975,-121.460674,0,15,4,1,44.86,2,1,2,52,1,1,1,1,1,1,2,2,0,1,2,76,1130.85,0,0,672.9,1803.75,0,2,10
3316-UWXUY,1,64,0,0,Burbank,91502,34.177267,-118.31003,0,50,2,1,40.83,1,1,2,21,2,2,1,2,1,2,2,2,0,1,1,93.5,4747.5,0,0,2041.5,6789,2,3,14
3317-HRTNN,0,79,0,0,San Diego,92109,32.787836,-117.232376,0,5,0,0,0,0,1,1,15,1,1,1,1,2,2,1,2,0,0,0,45.7,198,0,0,0,198,0,1,3
3317-VLGQT,0,50,1,0,Wallace,95254,38.192608,-120.957842,7,14,0,1,4.45,1,1,2,16,1,1,1,1,1,2,2,2,0,1,0,78.1,1122.4,0,0,62.3,1184.7,2,3,14
3318-ISQFQ,0,23,0,0,Newark,94560,37.504133,-122.032347,0,20,4,1,10.97,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,19.5,413,0,0,219.4,632.4,2,3,14
3318-NMQXL,1,58,0,0,El Monte,91731,34.079934,-118.046695,0,3,5,1,15.6,1,1,2,9,1,1,1,1,2,2,2,2,0,1,0,92,266.8,0,0,46.8,313.6,1,3,14
3318-OSATS,1,70,0,0,Sierra City,96125,39.600599,-120.636358,0,35,3,1,35.1,2,1,2,29,1,1,1,1,2,2,1,1,0,1,0,95.45,3474.05,0,80,1228.5,4782.55,0,4,7
3319-DWOEP,1,69,1,0,San Diego,92121,32.898613,-117.202937,0,6,5,1,47.9,1,1,2,6,1,1,2,1,2,2,1,2,0,1,0,95.75,573.75,0,0,287.4,861.15,0,1,3
3320-VEOYC,1,65,0,0,Beverly Hills,90210,34.099891,-118.414338,0,14,0,1,37.62,2,1,2,10,1,1,1,1,2,2,2,2,0,1,0,95.6,1273.3,0,0,526.68,1799.98,2,3,14
3323-CPBWR,1,61,0,0,Knights Landing,95645,38.875508,-121.765866,0,23,4,1,8.5,2,1,2,6,1,1,2,2,2,1,1,2,0,1,1,96.9,2085.45,0,0,195.5,2280.95,2,3,14
3324-OIRTO,1,23,1,3,Glennville,93226,35.735694,-118.738483,1,71,1,1,14.14,1,1,2,59,2,2,2,1,2,2,2,2,1,1,0,104.65,7288.4,0,0,1003.94,8292.34,2,3,14
3325-FUYCG,1,58,1,0,Five Points,93624,36.397745,-120.119911,1,28,3,1,9.62,2,1,2,24,2,2,1,1,2,2,2,2,1,0,0,106.1,2847.4,0,0,269.36,3116.76,0,2,20
3327-YBAKM,0,31,1,0,San Diego,92131,32.89325,-117.087091,10,64,0,1,19.22,1,1,2,21,2,1,1,2,2,2,2,2,1,1,1,96.9,6314.35,13.37,0,1230.08,7531.06,2,3,14
3329-WDIOK,0,56,0,0,Edwards,93523,34.966777,-117.961179,0,3,0,0,0,0,1,0,25,1,2,1,1,2,2,2,2,0,1,0,50.6,155.35,0,0,0,155.35,0,2,16
3331-HQDTW,0,23,0,0,San Diego,92130,32.957195,-117.202542,0,34,0,1,7.99,2,1,2,76,2,2,2,1,2,2,2,2,0,1,1,109.8,3587.25,0,0,271.66,3858.91,0,1,3
3334-CTHOL,0,51,0,0,Jackson,95642,38.336216,-120.76901,0,1,0,1,43.49,2,1,0,4,1,1,1,1,1,1,1,2,0,1,0,49.95,49.95,0,0,43.49,93.44,0,1,2
3336-JORSO,0,70,0,0,Hayward,94542,37.656695,-122.048361,0,33,3,1,17.24,2,1,2,25,1,2,2,2,2,2,2,1,0,1,0,110.45,3655.45,0,70,568.92,4294.37,0,2,19
3338-CVVEH,1,38,0,0,Chula Vista,91913,32.64164,-116.985026,0,12,4,1,13.88,2,1,2,8,1,1,1,1,2,2,2,2,0,0,0,94.55,1173.55,0,0,166.56,1340.11,2,3,14
3339-EAQNV,1,75,1,0,Palermo,95968,39.435756,-121.552071,7,72,0,1,11.23,2,1,2,20,1,2,1,1,2,2,2,2,1,1,1,97.25,7133.1,0,0,808.56,7941.66,2,3,14
3340-QBBFM,1,65,1,0,Petaluma,94954,38.235021,-122.557332,9,36,3,1,47.16,1,1,1,28,1,1,2,2,1,1,1,2,1,0,1,54.1,1992.85,1.09,0,1697.76,3689.52,2,3,14
3345-JHUEO,1,29,0,0,Windsor,95492,38.527297,-122.810044,0,4,0,1,46.53,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,20.2,55.7,0,0,186.12,241.82,2,3,14
3345-PBBFH,1,24,1,0,Fowler,93625,36.625792,-119.672483,6,8,5,1,2.38,1,1,1,53,1,2,1,1,1,1,1,2,0,1,0,49.55,393.45,0,0,19.04,412.49,2,3,14
3346-BRMIS,0,70,1,0,Bonsall,92003,33.290907,-117.202895,1,18,0,0,0,0,1,1,12,1,1,2,1,2,2,2,2,0,1,0,48.35,810.7,0,0,0,810.7,0,2,20
3347-YJZZE,1,60,1,2,Los Osos,93402,35.279984,-120.824288,6,29,0,1,6.73,2,1,1,27,1,2,2,1,2,2,2,2,0,0,1,80.1,2211.8,0,0,195.17,2406.97,2,3,14
3348-CFRNX,0,47,1,0,Healdsburg,95448,38.618347,-122.908422,1,28,0,1,37.66,1,1,2,20,2,1,1,1,2,2,2,2,0,1,1,92.35,2602.9,0,0,1054.48,3657.38,0,5,9
3349-ANQNH,0,70,0,0,Del Rey,93616,36.657462,-119.595293,0,59,0,1,24.27,2,1,2,9,1,1,2,1,2,2,2,2,1,1,0,99.5,5890,0,0,1431.93,7321.93,2,3,14
3351-NGXYI,0,70,0,0,San Diego,92106,32.71346,-117.236378,0,16,4,1,9.72,2,1,1,29,2,1,1,1,1,1,1,2,1,1,0,54.1,889,0,0,155.52,1044.52,2,3,14
3351-NQLDI,0,41,1,0,Travis Afb,94535,38.265899,-121.939461,1,67,1,1,30.94,2,1,2,11,2,1,1,2,1,2,2,2,1,1,1,94.35,6341.45,0,0,2072.98,8414.43,0,5,12
3352-ALMCK,1,42,0,0,Navarro,95463,39.182916,-123.552571,0,40,0,1,32.78,2,1,2,29,1,2,2,1,2,2,2,2,0,1,1,102.65,4108.15,0,0,1311.2,5419.35,2,3,14
3352-RICWQ,0,45,1,2,Davis,95616,38.508735,-121.678813,6,9,5,1,16.13,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.75,210.65,0,0,145.17,355.82,2,3,14
3354-OADJP,0,37,0,0,Bolinas,94924,37.943087,-122.72379,0,8,0,1,42.78,1,1,1,27,2,1,1,2,1,1,1,2,1,0,0,54.25,447.75,0,0,342.24,789.99,2,3,14
3359-DSRKA,0,48,1,3,Scott Bar,96085,41.737962,-123.07557,9,58,2,1,11.81,1,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.85,1158.85,0,0,684.98,1843.83,2,3,14
3363-DTIVD,1,55,1,3,Reseda,91335,34.200175,-118.540958,3,71,1,1,25.02,2,1,2,53,2,1,2,1,2,2,2,2,2,0,0,105.55,7405.5,0,0,1776.42,9181.92,2,3,14
3363-EWLGO,0,33,0,0,Freedom,95019,36.936228,-121.785559,0,5,0,1,34.8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.95,109.6,0,0,174,283.6,2,3,14
3365-SAIGS,0,60,0,0,Rancho Santa Fe,92067,33.012751,-117.200617,0,17,0,1,22.61,1,1,2,19,1,2,1,1,2,1,1,2,0,1,0,83.55,1329.15,0,0,384.37,1713.52,2,3,14
3370-GQEAL,1,63,1,2,Indio,92201,33.713891,-116.237257,9,30,0,1,21.72,2,1,2,19,1,1,1,1,2,1,1,1,0,0,0,85.45,2509.95,23.13,120,651.6,3258.42,2,3,14
3370-HXOPH,0,50,0,0,Mountain View,94041,37.388349,-122.075299,0,3,0,1,14.35,2,1,2,17,1,1,1,1,1,1,1,2,0,0,0,76.1,257.6,0,0,43.05,300.65,1,3,14
3372-CDXFJ,1,31,1,2,San Quentin,94964,37.942551,-122.491642,8,13,0,1,48.7,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,24.5,343.6,0,0,633.1,976.7,2,3,14
3372-KWFBM,1,76,0,0,Bayside,95524,40.825486,-124.049485,0,16,0,1,19.18,2,1,2,22,1,1,1,1,2,1,1,2,0,1,0,86.6,1281,0,0,306.88,1587.88,0,2,15
3373-DIUUN,1,58,1,3,Hinkley,92347,34.983808,-117.239306,6,30,0,1,40,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,21.25,711.9,0,0,1200,1911.9,2,3,14
3373-YZZYM,1,57,1,3,Los Gatos,95030,37.222842,-121.988727,10,1,0,1,32.78,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.2,19.2,0,0,32.78,51.98,1,3,14
3374-LXDEV,0,42,0,0,Pearblossom,93553,34.445239,-117.894868,0,13,4,1,8.59,2,1,2,15,1,2,2,2,1,1,1,2,0,0,0,89.4,1132.35,0,0,111.67,1244.02,0,1,2
3374-PZLXD,1,31,0,0,Blairsden Graeagle,96103,39.783747,-120.661032,0,34,3,1,36.52,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.7,675.6,0,0,1241.68,1917.28,2,3,14
